Type	Start	End	Strand	Name	Biotype	Description	LocusTag	seed_ortholog	Cog_category	Description_EGGNog	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene	3946599	3947195	+	slmA	protein_coding	hypothetical TetR-family transcriptional regulator	SL1344_3698	90371.CY43_19365	D	Required for nucleoid occlusion (NO) phenomenon, which prevents Z-ring formation and cell division over the nucleoid. Acts as a DNA-associated cell division inhibitor that binds simultaneously chromosomal DNA and FtsZ, and disrupts the assembly of FtsZ polymers. SlmA-DNA-binding sequences (SBS) are dispersed on non-Ter regions of the chromosome, preventing FtsZ polymerization at these regions	GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0000918,GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0007049,GO:0007346,GO:0008150,GO:0009295,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010564,GO:0010948,GO:0010974,GO:0016043,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0031323,GO:0031326,GO:0031333,GO:0032271,GO:0032272,GO:0032465,GO:0032466,GO:0032506,GO:0032954,GO:0032955,GO:0042802,GO:0043085,GO:0043087,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043547,GO:0043565,GO:0043590,GO:0044085,GO:0044087,GO:0044093,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045786,GO:0045930,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051252,GO:0051301,GO:0051302,GO:0051336,GO:0051345,GO:0051726,GO:0051782,GO:0060255,GO:0061640,GO:0065007,GO:0065009,GO:0071840,GO:0080090,GO:0090529,GO:0097159,GO:0140110,GO:1901363,GO:1901891,GO:1901892,GO:1902410,GO:1902412,GO:1902413,GO:1903047,GO:1903436,GO:1903437,GO:1903506,GO:1990837,GO:2000112,GO:2001141	-	ko:K05501	-	-	-	-	ko00000,ko03000,ko03036	-	-	-	TetR_N
gene	3947273	3947914	-	pyrE	protein_coding	orotate phosphoribosyltransferase	SL1344_3699	90371.CY43_19370	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	GO:0000287,GO:0003674,GO:0003824,GO:0004588,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.4.2.10	ko:K00762	ko00240,ko01100,map00240,map01100	M00051	R01870	RC00611	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_2819,iECIAI39_1322.ECIAI39_4161,iEcSMS35_1347.EcSMS35_3977,iUTI89_1310.UTI89_C4186	Pribosyltran
gene	3947993	3948709	-	rph	protein_coding	RNase PH	SL1344_3700	220341.16504880	J	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates	GO:0003674,GO:0003824,GO:0004518,GO:0004540,GO:0006139,GO:0006396,GO:0006399,GO:0006401,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016075,GO:0016787,GO:0016788,GO:0019439,GO:0034470,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0140098,GO:1901360,GO:1901361,GO:1901575	2.7.7.56	ko:K00989	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RNase_PH,RNase_PH_C
gene	3948835	3949698	+	yicC	protein_coding	conserved hypothetical protein	SL1344_3701	220341.16504879	S	Domain of unknown function (DUF1732)	GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009022,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016072,GO:0016075,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019439,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140098,GO:0140101,GO:1901360,GO:1901361,GO:1901575	-	-	-	-	-	-	-	-	-	-	DUF1732,YicC_N
gene	3949748	3950605	-	-	protein_coding	hypothetical regulatory protein	SL1344_3702	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3950724	3951605	+	-	protein_coding	hypothetical beta-lactamase	SL1344_3703	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3951856	3952473	+	-	protein_coding	hypothetical membrane protein	SL1344_3704	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3952470	3954155	-	ligB	protein_coding	hypothetical DNA ligase	SL1344_3705	90371.CY43_19400	H	catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction	GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016874,GO:0016886,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360,GO:1901576	6.5.1.2	ko:K01972	ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430	-	R00382	RC00005	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	DNA_ligase_OB,DNA_ligase_aden,HHH_5
gene	3954412	3955035	+	gmk	protein_coding	5'guanylate kinase	SL1344_3706	90371.CY43_19405	F	Essential for recycling GMP and indirectly, cGMP	GO:0003674,GO:0003824,GO:0004385,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_2813,iPC815.YPO0040,iSBO_1134.SBO_3729,iSFV_1184.SFV_3881,iSFxv_1172.SFxv_4016,iUTI89_1310.UTI89_C4193	Guanylate_kin
gene	3955090	3955365	+	rpoZ	protein_coding	DNA-directed RNA polymerase omega chain	SL1344_3707	1005994.GTGU_03944	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K03060	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb6
gene	3955384	3957495	+	spoT	protein_coding	guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase%3B CG Site No. 156	SL1344_3708	90371.CY43_19415	KT	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657	2.7.6.5,3.1.7.2	ko:K00951,ko:K01139	ko00230,map00230	-	R00336,R00429	RC00002,RC00078	ko00000,ko00001,ko01000,ko03009	-	-	iECNA114_1301.ECNA114_3794,iECOK1_1307.ECOK1_4092,iECP_1309.ECP_3748,iECS88_1305.ECS88_4065,iECSF_1327.ECSF_3486,iLF82_1304.LF82_2165,iNRG857_1313.NRG857_18145,iUMN146_1321.UM146_18405,iUTI89_1310.UTI89_C4195,ic_1306.c4475	ACT_4,HD_4,RelA_SpoT,TGS
gene	3957500	3958189	+	spoU	protein_coding	tRNA (guanosine-2'-O)-methyltransferase	SL1344_3709															
gene	3958195	3960276	+	recG	protein_coding	ATP-dependent DNA helicase	SL1344_3710	90371.CY43_19425	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	GO:0003674,GO:0003678,GO:0003724,GO:0003824,GO:0004003,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0008186,GO:0009314,GO:0009379,GO:0009628,GO:0009987,GO:0010501,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0032991,GO:0033202,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0051276,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:0140098,GO:1901360,GO:1902494	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,RecG_wedge
gene	3960279	3961130	-	-	protein_coding	conserved hypothetical protein (pseudogene)	SL1344_3711	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3961133	3962338	-	gltS	protein_coding	glutamate permease	SL1344_3712	90371.CY43_19435	P	Catalyzes the sodium-dependent transport of glutamate	GO:0003333,GO:0003674,GO:0005215,GO:0005283,GO:0005310,GO:0005342,GO:0005343,GO:0005416,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006820,GO:0006835,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015077,GO:0015081,GO:0015171,GO:0015291,GO:0015293,GO:0015294,GO:0015318,GO:0015370,GO:0015501,GO:0015672,GO:0015711,GO:0015849,GO:0016020,GO:0017153,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0035725,GO:0044464,GO:0046873,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1903825,GO:1905039	-	ko:K03312	-	-	-	-	ko00000,ko02000	2.A.27	-	iZ_1308.Z5081	Glt_symporter
gene	3962566	3963957	+	yicE	protein_coding	hypothetical purine permease	SL1344_3713															
gene	3964078	3965787	+	yicH	protein_coding	hypothetical exported protein	SL1344_3714	90371.CY43_19445	M	AsmA family	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	AsmA
gene	3965890	3968208	-	yicI	protein_coding	hypothetical glycosyl hydrolase	SL1344_3715	90371.CY43_19450	G	Galactose mutarotase-like	GO:0003674,GO:0003824,GO:0004553,GO:0005488,GO:0005515,GO:0016787,GO:0016798,GO:0042802,GO:0080176	3.2.1.177	ko:K01811	-	-	-	-	ko00000,ko01000	-	GH31	-	Gal_mutarotas_2,Glyco_hydro_31
gene	3968220	3969602	-	yicJ	protein_coding	sodium:galactoside family symporter	SL1344_3716	90371.CY43_00745	G	MFS/sugar transport protein	-	-	ko:K03292,ko:K11104	-	-	-	-	ko00000,ko02000	2.A.2,2.A.2.1	-	-	MFS_2
gene	3970301	3970669	-	-	protein_coding	hypothetical protein	SL1344_3717	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3973047	3974084	+	rhuM	protein_coding	hypothetical DNA-binding protein	SL1344_3720															
gene	3976075	3978942	+	misL	protein_coding	hypothetical autotransported protein (MisL)	SL1344_3723															
gene	3979037	3979519	-	fidL	protein_coding	hypothetical exported protein	SL1344_3724	90371.CY43_19495	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene	3979512	3980300	-	marT	protein_coding	hypothetical transcriptional regulator (MarT)	SL1344_3725	90371.CY43_19500	K	Transcriptional regulatory protein, C terminal	-	-	-	-	-	-	-	-	-	-	-	Trans_reg_C
gene	3981153	3981833	+	slsA	protein_coding	conserved hypothetical protein	SL1344_3726	220341.16504860	Q	Isochorismatase family	-	-	-	-	-	-	-	-	-	-	-	Isochorismatase
gene	3982062	3982541	-	cigR	protein_coding	hypothetical inner membrane protein	SL1344_3727	90371.CY43_19510	S	response to cobalt ion	-	-	-	-	-	-	-	-	-	-	-	RcnB
gene	3982856	3985582	-	mgtB	protein_coding	Magnesium transport ATPase%2C P-type 2	SL1344_3728	220341.16504859	P	Cation transporter/ATPase, N-terminus	-	3.6.3.2	ko:K01531,ko:K12955	-	-	-	-	ko00000,ko01000	3.A.3.24,3.A.3.4	-	-	Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
gene	3985802	3986497	-	mgtC	protein_coding	Mg(2+) transport ATPase protein C	SL1344_3729	90371.CY43_19525	S	MgtC family	GO:0008150,GO:0009405,GO:0044419,GO:0051704	-	ko:K07507	-	-	-	-	ko00000,ko02000	9.B.20	-	-	MgtC
gene	3987006	3987908	+	yicL	protein_coding	hypothetical membrane protein	SL1344_3730	90371.CY43_19530	EG	EamA-like transporter family	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	EamA
gene	3987951	3988892	-	-	protein_coding	conserved hypothetical protein	SL1344_3731	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3989128	3989871	-	-	protein_coding	conserved hypothetical protein	SL1344_3732	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3989858	3990967	-	-	protein_coding	hypothetical transferase	SL1344_3733	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3990971	3991828	-	-	protein_coding	hypothetical PTS system protein	SL1344_3734	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3991828	3992577	-	-	protein_coding	hypothetical PTS system protein	SL1344_3735	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3992723	3993208	-	-	protein_coding	hypothetical PTS system protein	SL1344_3736	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3993219	3993644	-	-	protein_coding	hypothetical PTS system protein	SL1344_3737	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3993863	3996661	-	-	protein_coding	hypothetical NtrC-family transcriptional regulator	SL1344_3738	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3996858	3997151	+	-	protein_coding	hypothetical secreted protein	SL1344_3739	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	3997257	3998639	+	-	protein_coding	hypothetical glycosyl hydrolase	SL1344_3740	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4000107	4000466	+	-	protein_coding	conserved hypothetical protein	SL1344_3743	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4000450	4000773	+	-	protein_coding	hypothetical DNA-binding protein	SL1344_3744	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4000864	4001133	-	-	protein_coding	hypothetical phosphocarrier protein of PTS system	SL1344_3745	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4001143	4002003	-	-	protein_coding	hypothetical fructose-1%2C6-bisphosphate aldolase%2C class II	SL1344_3746	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4002066	4003550	-	-	protein_coding	hypothetical sugar (pentulose and hexulose) kinase	SL1344_3747	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4003543	4004901	-	-	protein_coding	PTS system%2C galactitol-specific IIC component	SL1344_3748	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4004977	4005264	-	-	protein_coding	hypothetical IIB component of PTS system	SL1344_3749	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4005261	4005734	-	-	protein_coding	hypothetical phosphoenolpyruvate-dependent sugar phosphotransferase system%2C eiia 2	SL1344_3750	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4005752	4006495	-	-	protein_coding	hypothetical GntR-family transcriptional regulator	SL1344_3751	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4006848	4007300	-	yicN	protein_coding	hypothetical exported protein	SL1344_3752	220341.16504839	S	Protein of unknown function (DUF1198)	-	-	-	-	-	-	-	-	-	-	-	DUF1198
gene	4007492	4008883	-	uhpT	protein_coding	hexosephosphate transport protein	SL1344_3753	90371.CY43_19645	G	Major Facilitator Superfamily	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015114,GO:0015119,GO:0015291,GO:0015297,GO:0015301,GO:0015315,GO:0015318,GO:0015526,GO:0015605,GO:0015698,GO:0015711,GO:0015712,GO:0015748,GO:0015760,GO:0016020,GO:0022804,GO:0022857,GO:0034220,GO:0035435,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:0099516,GO:1901264,GO:1901505	-	ko:K07784	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.1.4.1	-	iECSF_1327.ECSF_3513	MFS_1
gene	4009026	4010354	-	uhpC	protein_coding	regulatory protein	SL1344_3754	90371.CY43_19650	G	Major Facilitator Superfamily	GO:0000160,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0035556,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944	-	ko:K07783	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.1.4.4,2.A.1.4.6	-	-	MFS_1
gene	4010364	4011866	-	uhpB	protein_coding	two-component system sensor histidine kinase	SL1344_3755	90371.CY43_19655	T	Histidine kinase	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004721,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0016787,GO:0016788,GO:0016791,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0035556,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.13.3	ko:K07675,ko:K20263	ko02020,ko02024,map02020,map02024	M00473,M00818	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA_3,MASE1
gene	4011866	4012456	-	uhpA	protein_coding	two-component system response regulator protein	SL1344_3756	90371.CY43_19660	K	Bacterial regulatory proteins, luxR family	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	ko:K07686,ko:K07689	ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111	M00473,M00475	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
gene	4012531	4013544	-	-	protein_coding	hypothetical protein	SL1344_3757	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4013556	4014872	-	-	protein_coding	probable permease	SL1344_3758	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4014903	4015823	-	-	protein_coding	hypothetical carbohydrate kinase	SL1344_3759	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4016148	4016933	+	-	protein_coding	hypothetical DeoR-family transcriptional regulator	SL1344_3760	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
